transaction_id,sender_account_id,receiver_account_id,amount,timestamp
T0598,A1047,A1004,248.63,2026-08-26T18:50:00
T0642,A1021,A1028,309.8,2026-08-26T20:36:00
T0220,A1051,A1074,210.65,2026-08-27T00:20:00
T0604,A1049,A1025,123.75,2026-08-27T03:05:00
T0109,A1019,A1092,102.27,2026-08-27T05:24:00
T0570,A1099,A1096,106.95,2026-08-27T06:02:00
T0342,A1193,A1135,34.84,2026-08-27T09:01:00
T0477,A1053,A1151,209.19,2026-08-27T15:15:00
T0352,A1121,A1179,25.55,2026-08-27T16:56:00
T0549,A1042,A1163,399.27,2026-08-27T19:02:00
T0168,A1194,A1173,145.24,2026-08-27T21:30:00
T0161,A1150,A1176,74.22,2026-08-27T22:18:00
T0584,A1050,A1092,104.29,2026-08-27T22:36:00
T0615,A1140,A1083,492.59,2026-08-27T23:20:00
T0119,A1177,A1017,131.85,2026-08-27T23:32:00
T0169,A1068,A1160,137.61,2026-08-28T00:10:00
T0228,A1191,A1021,238.2,2026-08-28T08:01:00
T0193,A1061,A1126,139.07,2026-08-28T09:54:00
T0611,A1191,A1142,152.98,2026-08-28T11:05:00
T0606,A1183,A1018,525.27,2026-08-28T11:44:00
T0141,A1029,A1067,319.44,2026-08-28T12:09:00
T0715,A1089,A1143,350.56,2026-08-28T15:27:00
T0055,A1142,A1126,55.0,2026-08-28T21:20:00
T0590,A1124,A1059,88.33,2026-08-29T00:15:00
T0240,A1015,A1056,99.5,2026-08-29T00:20:00
T0125,A1090,A1042,234.35,2026-08-29T01:05:00
T0457,A1198,A1078,175.54,2026-08-29T02:13:00
T0569,A1111,A1101,39.96,2026-08-29T03:11:00
T0682,A1176,A1132,654.55,2026-08-29T03:25:00
T0686,A1051,A1116,63.61,2026-08-29T08:50:00
T0545,A1065,A1088,53.26,2026-08-29T10:02:00
T0184,A1036,A1017,189.76,2026-08-29T11:59:00
T0636,A1034,A1123,219.55,2026-08-29T16:51:00
T0628,A1106,A1030,408.84,2026-08-29T18:01:00
T0469,A1067,A1148,197.36,2026-08-29T19:58:00
T0300,A1137,A1088,434.39,2026-08-29T22:24:00
T0508,A1157,A1043,286.93,2026-08-29T22:54:00
T0328,A1091,A1129,119.1,2026-08-30T04:34:00
T0487,A1136,A1128,290.16,2026-08-30T08:27:00
T0098,A1125,A1058,124.95,2026-08-30T11:15:00
T0701,A1022,A1012,79.92,2026-08-30T11:48:00
T0285,A1029,A1078,453.37,2026-08-30T12:03:00
T0282,A1092,A1000,150.94,2026-08-30T14:12:00
T0261,A1198,A1028,635.41,2026-08-30T14:27:00
T0229,A1100,A1019,212.95,2026-08-30T15:07:00
T0124,A1163,A1021,73.81,2026-08-30T20:02:00
T0079,A1181,A1038,101.88,2026-08-31T00:32:00
T0021,A1193,A1049,185.24,2026-08-31T06:00:00
T0327,A1056,A1175,237.27,2026-08-31T11:43:00
T0631,A1083,A1128,268.71,2026-08-31T15:34:00
T0020,A1003,A1188,121.1,2026-08-31T17:15:00
T0183,A1198,A1192,1080.76,2026-08-31T23:13:00
T0657,A1168,A1035,57.3,2026-09-01T01:06:00
T0165,A1146,A1068,890.01,2026-09-01T03:57:00
T0179,A1180,A1024,79.73,2026-09-01T05:26:00
T0001,A1139,A1090,1759.26,2026-09-01T07:06:00
T0581,A1133,A1170,864.24,2026-09-01T08:38:00
T0293,A1054,A1049,59.19,2026-09-01T12:18:00
T0434,A1053,A1171,238.73,2026-09-01T17:17:00
T0345,A1133,A1152,193.64,2026-09-01T20:17:00
T0586,A1002,A1010,282.23,2026-09-01T23:50:00
T0708,A1161,A1135,908.36,2026-09-02T00:23:00
T0619,A1001,A1076,44.84,2026-09-02T02:42:00
T0190,A1153,A1184,414.9,2026-09-02T04:22:00
T0122,A1102,A1136,207.57,2026-09-02T07:03:00
T0147,A1098,A1108,41.02,2026-09-02T10:49:00
T0145,A1030,A1061,119.61,2026-09-02T10:50:00
T0453,A1124,A1115,75.82,2026-09-02T10:52:00
T0516,A1065,A1137,636.94,2026-09-02T12:29:00
T0402,A1172,A1033,878.17,2026-09-02T12:44:00
T0170,A1196,A1023,92.47,2026-09-02T13:36:00
T0114,A1051,A1122,559.94,2026-09-02T14:09:00
T0113,A1166,A1152,71.81,2026-09-02T14:53:00
T0647,A1065,A1043,70.02,2026-09-02T17:35:00
T0560,A1121,A1119,89.09,2026-09-02T19:58:00
T0573,A1017,A1046,156.49,2026-09-03T02:12:00
T0199,A1160,A1182,180.55,2026-09-03T05:07:00
T0087,A1096,A1141,160.72,2026-09-03T07:23:00
T0026,A1119,A1078,28.03,2026-09-03T08:56:00
T0676,A1146,A1152,213.99,2026-09-03T10:09:00
T0235,A1023,A1040,384.28,2026-09-03T11:27:00
T0688,A1180,A1115,231.46,2026-09-03T17:04:00
T0058,A1121,A1061,424.12,2026-09-03T17:43:00
T0493,A1122,A1196,148.37,2026-09-03T21:09:00
T0650,A1166,A1098,85.48,2026-09-03T22:20:00
T0322,A1076,A1175,416.67,2026-09-04T01:24:00
T0505,A1098,A1102,270.73,2026-09-04T02:31:00
T0209,A1068,A1187,118.52,2026-09-04T04:05:00
T0652,A1047,A1050,180.37,2026-09-04T04:24:00
T0685,A1115,A1006,46.91,2026-09-04T04:46:00
T0091,A1144,A1168,328.86,2026-09-04T04:56:00
T0318,A1057,A1064,4694.11,2026-09-04T05:00:00
T0326,A1188,A1009,410.89,2026-09-04T06:22:00
T0662,A1037,A1167,88.74,2026-09-04T19:38:00
T0215,A1167,A1107,95.99,2026-09-04T21:29:00
T0207,A1127,A1088,215.9,2026-09-04T22:32:00
T0069,A1131,A1127,133.91,2026-09-05T02:08:00
T0212,A1065,A1197,36.39,2026-09-05T02:56:00
T0014,A1022,A1166,236.64,2026-09-05T03:40:00
T0244,A1012,A1043,649.74,2026-09-05T06:32:00
T0504,A1067,A1056,102.13,2026-09-05T06:40:00
T0105,A1153,A1083,92.15,2026-09-05T07:26:00
T0446,A1021,A1078,26.29,2026-09-05T09:50:00
T0617,A1054,A1096,155.02,2026-09-05T10:39:00
T0373,A1176,A1179,257.39,2026-09-05T11:23:00
T0663,A1030,A1047,13.37,2026-09-05T12:19:00
T0294,A1111,A1051,389.67,2026-09-05T12:22:00
T0575,A1026,A1072,44.82,2026-09-05T12:23:00
T0117,A1139,A1046,359.91,2026-09-05T12:37:00
T0344,A1150,A1078,110.48,2026-09-05T13:58:00
T0641,A1059,A1051,262.36,2026-09-05T15:24:00
T0041,A1104,A1046,1291.33,2026-09-05T17:09:00
T0707,A1178,A1053,223.36,2026-09-05T18:06:00
T0645,A1133,A1192,80.81,2026-09-05T18:32:00
T0187,A1022,A1025,89.0,2026-09-05T18:43:00
T0276,A1018,A1087,72.73,2026-09-05T23:02:00
T0075,A1185,A1164,385.79,2026-09-06T00:45:00
T0597,A1116,A1000,469.22,2026-09-06T02:41:00
T0678,A1010,A1062,189.81,2026-09-06T06:00:00
T0524,A1174,A1048,179.61,2026-09-06T06:34:00
T0160,A1022,A1112,354.3,2026-09-06T11:20:00
T0224,A1085,A1000,366.91,2026-09-06T12:21:00
T0255,A1044,A1045,92.78,2026-09-06T12:24:00
T0363,A1074,A1092,382.13,2026-09-06T13:21:00
T0100,A1182,A1018,485.35,2026-09-06T15:48:00
T0050,A1153,A1172,259.7,2026-09-06T17:44:00
T0214,A1045,A1009,516.39,2026-09-06T18:00:00
T0329,A1142,A1046,92.25,2026-09-06T18:33:00
T0491,A1123,A1196,109.64,2026-09-06T19:35:00
T0468,A1116,A1011,246.74,2026-09-06T20:43:00
T0671,A1008,A1104,91.86,2026-09-06T21:43:00
T0675,A1097,A1184,78.79,2026-09-06T21:56:00
T0389,A1011,A1042,167.33,2026-09-06T22:02:00
T0371,A1016,A1066,680.43,2026-09-07T00:28:00
T0306,A1125,A1178,92.37,2026-09-07T00:41:00
T0554,A1032,A1186,97.97,2026-09-07T01:01:00
T0582,A1079,A1082,20.86,2026-09-07T02:52:00
T0664,A1007,A1195,560.41,2026-09-07T04:48:00
T0523,A1090,A1055,454.16,2026-09-07T06:00:00
T0500,A1188,A1035,1075.34,2026-09-07T09:37:00
T0185,A1042,A1112,130.13,2026-09-07T10:37:00
T0521,A1067,A1063,98.09,2026-09-07T11:45:00
T0561,A1138,A1045,239.77,2026-09-07T12:01:00
T0051,A1011,A1102,143.37,2026-09-07T23:58:00
T0093,A1099,A1173,498.14,2026-09-08T02:39:00
T0391,A1030,A1100,80.74,2026-09-08T06:01:00
T0517,A1113,A1096,288.31,2026-09-08T06:43:00
T0298,A1106,A1038,41.61,2026-09-08T08:42:00
T0588,A1127,A1023,291.53,2026-09-08T11:17:00
T0635,A1102,A1128,124.09,2026-09-08T16:41:00
T0202,A1039,A1137,87.73,2026-09-08T19:17:00
T0529,A1126,A1147,623.52,2026-09-08T21:33:00
T0338,A1070,A1053,308.56,2026-09-08T22:02:00
T0013,A1122,A1166,75.68,2026-09-09T07:18:00
T0661,A1035,A1079,617.55,2026-09-09T10:11:00
T0196,A1093,A1139,675.64,2026-09-09T10:53:00
T0430,A1185,A1072,33.29,2026-09-09T11:10:00
T0265,A1045,A1186,415.79,2026-09-09T11:54:00
T0052,A1198,A1014,245.18,2026-09-09T15:38:00
T0096,A1154,A1196,291.78,2026-09-09T17:51:00
T0421,A1010,A1039,1115.48,2026-09-09T18:05:00
T0680,A1048,A1074,73.4,2026-09-09T18:07:00
T0488,A1033,A1154,192.57,2026-09-09T20:43:00
T0532,A1008,A1128,27.56,2026-09-09T22:59:00
T0683,A1115,A1023,276.9,2026-09-10T05:09:00
T0232,A1069,A1059,72.08,2026-09-10T07:47:00
T0310,A1014,A1131,328.84,2026-09-10T09:03:00
T0497,A1174,A1101,379.33,2026-09-10T16:12:00
T0088,A1043,A1021,179.92,2026-09-10T17:29:00
T0542,A1127,A1034,199.81,2026-09-10T19:35:00
T0407,A1013,A1171,63.77,2026-09-10T20:01:00
T0576,A1002,A1059,77.95,2026-09-10T20:26:00
T0115,A1162,A1125,118.86,2026-09-10T20:45:00
T0501,A1058,A1114,44.62,2026-09-10T21:13:00
T0424,A1134,A1056,923.62,2026-09-10T21:36:00
T0296,A1070,A1133,102.07,2026-09-10T22:14:00
T0273,A1089,A1139,51.62,2026-09-11T03:00:00
T0422,A1160,A1157,417.92,2026-09-11T05:34:00
T0382,A1009,A1142,292.01,2026-09-11T09:40:00
T0472,A1103,A1090,413.18,2026-09-11T11:35:00
T0221,A1062,A1118,433.74,2026-09-11T18:49:00
T0139,A1109,A1099,49.87,2026-09-11T18:54:00
T0126,A1173,A1165,89.72,2026-09-11T19:23:00
T0713,A1049,A1000,52.93,2026-09-11T20:29:00
T0567,A1193,A1122,41.46,2026-09-11T23:10:00
T0230,A1033,A1060,16.38,2026-09-12T05:24:00
T0490,A1011,A1178,192.35,2026-09-12T08:39:00
T0539,A1175,A1058,1240.9,2026-09-12T12:33:00
T0217,A1128,A1172,417.04,2026-09-12T13:06:00
T0694,A1030,A1033,178.54,2026-09-12T19:54:00
T0266,A1145,A1008,80.88,2026-09-12T22:51:00
T0242,A1005,A1016,41.61,2026-09-12T23:56:00
T0346,A1034,A1087,300.89,2026-09-13T05:51:00
T0162,A1109,A1042,454.46,2026-09-13T09:10:00
T0143,A1089,A1090,847.31,2026-09-13T09:38:00
T0253,A1135,A1091,259.78,2026-09-13T15:12:00
T0159,A1076,A1008,157.68,2026-09-13T16:10:00
T0640,A1089,A1157,262.6,2026-09-13T19:19:00
T0289,A1138,A1105,320.72,2026-09-13T19:50:00
T0704,A1196,A1076,9.27,2026-09-13T23:53:00
T0437,A1009,A1022,113.87,2026-09-14T02:51:00
T0442,A1072,A1195,587.75,2026-09-14T03:57:00
T0156,A1028,A1146,432.21,2026-09-14T05:01:00
T0112,A1097,A1084,150.33,2026-09-14T07:02:00
T0308,A1154,A1165,50.95,2026-09-14T07:59:00
T0674,A1109,A1103,602.78,2026-09-14T08:46:00
T0029,A1095,A1106,1673.48,2026-09-14T11:33:00
T0387,A1194,A1168,87.2,2026-09-14T20:54:00
T0354,A1069,A1159,222.07,2026-09-14T22:35:00
T0118,A1118,A1181,15.35,2026-09-14T23:57:00
T0520,A1105,A1090,185.22,2026-09-15T01:55:00
T0608,A1094,A1181,217.09,2026-09-15T06:53:00
T0602,A1028,A1024,187.84,2026-09-15T08:30:00
T0287,A1097,A1094,156.43,2026-09-15T12:37:00
T0077,A1138,A1164,935.11,2026-09-15T16:58:00
T0284,A1043,A1163,121.99,2026-09-16T03:14:00
T0218,A1132,A1011,165.59,2026-09-16T05:35:00
T0254,A1188,A1014,9.38,2026-09-16T06:24:00
T0419,A1071,A1142,111.16,2026-09-16T08:08:00
T0668,A1020,A1176,313.36,2026-09-16T08:25:00
T0172,A1198,A1187,386.5,2026-09-16T17:05:00
T0366,A1102,A1116,95.18,2026-09-16T18:19:00
T0669,A1154,A1120,321.81,2026-09-16T21:30:00
T0174,A1072,A1086,197.61,2026-09-16T22:08:00
T0699,A1037,A1014,236.5,2026-09-17T01:13:00
T0537,A1053,A1107,311.54,2026-09-17T02:18:00
T0033,A1051,A1146,194.07,2026-09-17T02:39:00
T0527,A1173,A1169,177.73,2026-09-17T08:20:00
T0462,A1100,A1057,924.47,2026-09-17T08:30:00
T0484,A1098,A1033,77.56,2026-09-17T13:48:00
T0149,A1047,A1080,840.9,2026-09-18T02:45:00
T0166,A1024,A1034,370.24,2026-09-18T03:58:00
T0721,A1007,A1022,11998,2026-09-18T13:05:00
T0722,A1022,A1048,11916,2026-09-18T13:07:00
T0723,A1048,A1007,11800,2026-09-18T13:09:00
T0724,A1007,A1022,10991,2026-09-18T13:16:00
T0725,A1022,A1048,10856,2026-09-18T13:18:00
T0726,A1048,A1007,10897,2026-09-18T13:20:00
T0727,A1007,A1022,11868,2026-09-18T13:27:00
T0728,A1022,A1048,11756,2026-09-18T13:29:00
T0729,A1048,A1007,11604,2026-09-18T13:31:00
T0730,A1007,A1022,10184,2026-09-18T13:38:00
T0731,A1022,A1048,10076,2026-09-18T13:40:00
T0732,A1048,A1007,10100,2026-09-18T13:42:00
T0733,A1007,A1022,9306,2026-09-18T13:49:00
T0734,A1022,A1048,9179,2026-09-18T13:51:00
T0735,A1048,A1007,9142,2026-09-18T13:53:00
T0736,A1007,A1022,10496,2026-09-18T14:00:00
T0737,A1022,A1048,10437,2026-09-18T14:02:00
T0738,A1048,A1007,10346,2026-09-18T14:04:00
T0739,A1007,A1022,7855,2026-09-18T14:11:00
T0740,A1022,A1048,7767,2026-09-18T14:13:00
T0741,A1048,A1007,7615,2026-09-18T14:15:00
T0742,A1007,A1022,11976,2026-09-18T14:22:00
T0743,A1022,A1048,11915,2026-09-18T14:24:00
T0744,A1048,A1007,11750,2026-09-18T14:26:00
T0016,A1101,A1126,21.09,2026-09-18T17:32:00
T0030,A1055,A1195,30.77,2026-09-18T19:23:00
T0208,A1066,A1042,74.78,2026-09-18T20:06:00
T0489,A1173,A1166,146.95,2026-09-18T23:04:00
T0349,A1093,A1182,235.39,2026-09-19T02:50:00
T0175,A1124,A1087,12.02,2026-09-19T02:57:00
T0405,A1172,A1191,767.11,2026-09-19T04:52:00
T0486,A1045,A1121,1006.85,2026-09-19T05:28:00
T0677,A1009,A1133,52.4,2026-09-19T05:30:00
T0745,A1074,A1121,10791,2026-09-19T13:05:00
T0746,A1121,A1148,10675,2026-09-19T13:07:00
T0747,A1148,A1074,10683,2026-09-19T13:09:00
T0748,A1074,A1121,10125,2026-09-19T13:16:00
T0749,A1121,A1148,9976,2026-09-19T13:18:00
T0750,A1148,A1074,9965,2026-09-19T13:20:00
T0751,A1074,A1121,7859,2026-09-19T13:27:00
T0752,A1121,A1148,7767,2026-09-19T13:29:00
T0753,A1148,A1074,7757,2026-09-19T13:31:00
T0754,A1074,A1121,11671,2026-09-19T13:38:00
T0755,A1121,A1148,11601,2026-09-19T13:40:00
T0756,A1148,A1074,11497,2026-09-19T13:42:00
T0757,A1074,A1121,11302,2026-09-19T13:49:00
T0758,A1121,A1148,11224,2026-09-19T13:51:00
T0759,A1148,A1074,11168,2026-09-19T13:53:00
T0760,A1074,A1121,11901,2026-09-19T14:00:00
T0761,A1121,A1148,11839,2026-09-19T14:02:00
T0762,A1148,A1074,11793,2026-09-19T14:04:00
T0763,A1074,A1121,10665,2026-09-19T14:11:00
T0764,A1121,A1148,10621,2026-09-19T14:13:00
T0765,A1148,A1074,10387,2026-09-19T14:15:00
T0766,A1074,A1121,9255,2026-09-19T14:22:00
T0767,A1121,A1148,9204,2026-09-19T14:24:00
T0768,A1148,A1074,9063,2026-09-19T14:26:00
T0769,A1129,A1175,5167,2026-09-20T09:00:00
T0770,A1006,A1175,3914,2026-09-20T09:09:00
T0771,A1123,A1175,4571,2026-09-20T09:18:00
T0772,A1128,A1175,2343,2026-09-20T09:27:00
T0773,A1039,A1175,2640,2026-09-20T09:36:00
T0774,A1048,A1175,4767,2026-09-20T09:45:00
T0775,A1087,A1175,1949,2026-09-20T09:54:00
T0776,A1175,A1188,3622,2026-09-20T10:03:00
T0777,A1175,A1134,4647,2026-09-20T10:12:00
T0778,A1175,A1079,2264,2026-09-20T10:21:00
T0779,A1175,A1083,3058,2026-09-20T10:30:00
T0780,A1175,A1036,4528,2026-09-20T10:39:00
T0781,A1175,A1197,2104,2026-09-20T10:48:00
T0782,A1175,A1025,3697,2026-09-20T10:57:00
T0783,A1026,A1030,2973,2026-09-21T09:00:00
T0784,A1134,A1030,2933,2026-09-21T09:09:00
T0785,A1197,A1030,3980,2026-09-21T09:18:00
T0786,A1169,A1030,3107,2026-09-21T09:27:00
T0787,A1191,A1030,4965,2026-09-21T09:36:00
T0788,A1080,A1030,3606,2026-09-21T09:45:00
T0789,A1005,A1030,4548,2026-09-21T09:54:00
T0790,A1030,A1148,2237,2026-09-21T10:03:00
T0791,A1030,A1195,2381,2026-09-21T10:12:00
T0792,A1030,A1164,2896,2026-09-21T10:21:00
T0793,A1030,A1054,1773,2026-09-21T10:30:00
T0794,A1030,A1083,4017,2026-09-21T10:39:00
T0795,A1030,A1052,2183,2026-09-21T10:48:00
T0796,A1030,A1050,3968,2026-09-21T10:57:00
